driver_id,driver_name,vehicle_type,city,rating,status
D00216,Emily Crawford,Sedan,Bedok,3.88,Active
D00217,Michael Huff,SUV,Punggol,4.99,Active
D00218,Jessica Nixon,Hatchback,Toa Payoh,4.78,Active
D00219,Lynn Craig,Electric,Yishun,3.95,Active
D00220,Ricky Rios,MPV,Singapore,4.71,Active
D00221,Anthony Lin,Sedan,Woodlands,4.06,Active
D00222,Matthew Livingston,SUV,Tampines,4.97,Inactive
D00223,Keith Harris,Electric,Woodlands,4.61,Active
D00224,Anthony Lewis,MPV,Toa Payoh,4.27,Active
D00225,Joshua Mcknight,Sedan,Singapore,4.95,Inactive
D00226,Joseph Taylor,Premium,Bishan,4.64,Active
D00227,Jennifer Adams,Electric,Punggol,4.77,Active
D00228,Mrs. Donna Browning,Hatchback,Bedok,4.86,Active
D00229,Lawrence Montoya,Sedan,Jurong,4.06,Active
D00230,Brian Ross,MPV,Toa Payoh,4.69,Active
D00231,Christina Adams,Hatchback,Tampines,4.76,Active
D00232,Christopher Cooke,Hatchback,Woodlands,4.16,Active
D00233,Daniel Davis,Hatchback,Punggol,3.7,Active
D00234,Gerald Walters,Premium,Punggol,4.06,Active
D00235,Charles Hardy,SUV,Ang Mo Kio,4.44,Active
D00236,Kristen Gordon,Electric,Jurong,3.95,Active
D00237,Douglas Stewart,Premium,Woodlands,4.28,Active
D00238,Edward Bowen,Sedan,Bedok,3.97,Active
D00239,Crystal Adkins,Electric,Jurong,3.63,Active
D00240,Mason Armstrong,SUV,Toa Payoh,3.59,Active
D00241,Andrea Costa,MPV,Yishun,3.54,Active
D00242,Karen Sanchez,Electric,Toa Payoh,4.15,Active
D00243,John Cordova,Electric,Ang Mo Kio,4.63,Active
D00244,Mallory Rush,SUV,Tampines,4.84,Active
D00245,Darren Nelson,Sedan,Singapore,4.58,Active
D00246,Haley Wall,Sedan,Toa Payoh,3.88,Active
D00247,Rebecca Saunders,MPV,Woodlands,4.96,Active
D00248,Tami Nash,SUV,Jurong,3.81,Active
D00249,Frederick Webb,SUV,Bishan,3.78,Active
D00250,Rhonda White,Premium,Yishun,3.52,Active
D00251,James Bowen,Sedan,Yishun,3.74,Active
D00252,Beth Benjamin,SUV,Toa Payoh,4.3,Inactive
D00253,Dennis Bailey,Hatchback,Yishun,4.68,Inactive
D00254,Courtney Hernandez,Electric,Yishun,4.59,Active
D00255,Mr. Scott Burke PhD,Sedan,Woodlands,3.55,Inactive
D00256,Lance Barton,Premium,Jurong,4.1,Active
D00257,Charles Payne,Sedan,Ang Mo Kio,3.74,Active
D00258,Travis Reynolds,MPV,Woodlands,4.52,Active
D00259,Jennifer Cook,Premium,Singapore,4.99,Active
D00260,Ashley Murphy,Sedan,Yishun,4.29,Active
D00261,Heather Fox,Sedan,Bedok,3.87,Active
D00262,Mary Garrett,Sedan,Singapore,3.98,Active
D00263,Jeffrey Phillips,SUV,Tampines,4.59,Active
D00264,Brandon Lester,Hatchback,Toa Payoh,3.54,Active
D00265,Brenda Erickson,Electric,Jurong,4.26,Inactive
D00266,Angela Hicks,Premium,Punggol,3.69,Active
D00267,Regina Smith,MPV,Yishun,3.68,Active
D00268,Daniel Jackson,Sedan,Yishun,4.36,Suspended
D00269,Larry Francis,MPV,Ang Mo Kio,4.19,Active
D00270,Timothy Daniels,MPV,Bedok,3.74,Active
D00271,Steven Clark,MPV,Ang Mo Kio,4.59,Active
D00272,Terry Arnold,SUV,Tampines,4.09,Active
D00273,Michelle Flores,SUV,Bedok,3.57,Active
D00274,Colleen Kim,SUV,Punggol,4.03,Active
D00275,Thomas Delgado,Premium,Yishun,4.41,Active
D00276,Robert Gray,MPV,Jurong,4.89,Active
D00277,Austin Moore PhD,Hatchback,Ang Mo Kio,4.56,Active
D00278,Denise Carlson,SUV,Tampines,4.86,Active
D00279,James Saunders MD,Sedan,Singapore,4.76,Active
D00280,Karen Frost,Electric,Tampines,4.15,Active
D00281,Wendy Dixon,MPV,Toa Payoh,4.06,Active
D00282,Austin Walker,MPV,Bishan,3.73,Active
D00283,Dr. William Wiley,Hatchback,Bishan,4.33,Active
D00284,Sheila Johnson,MPV,Toa Payoh,4.45,Active
D00285,Brian Campbell,Sedan,Toa Payoh,4.26,Active
D00286,Emily Hunter,SUV,Singapore,4.64,Active
D00287,Tyler Diaz,Hatchback,Tampines,4.42,Active
D00288,Austin Nelson,Premium,Tampines,4.96,Active
D00289,Stephanie Watson,Sedan,Bedok,4.05,Active
D00290,Diamond Underwood,Hatchback,Bedok,3.53,Active
D00291,Christopher Mitchell,Hatchback,Yishun,4.76,Active
D00292,Susan Gilbert,Sedan,Ang Mo Kio,4.37,Active
D00293,Cristina Christensen,SUV,Woodlands,4.43,Active
D00294,Alan Wright,Hatchback,Ang Mo Kio,4.65,Active
D00295,Michael Hall,Hatchback,Jurong,3.95,Active
D00296,Jason Dean,Hatchback,Tampines,4.59,Active
D00297,Carolyn Davis,Sedan,Jurong,4.55,Active
D00298,Brooke Wood,Electric,Bedok,4.23,Active
D00299,Brandi Rasmussen,Electric,Bishan,4.69,Active
D00300,Jane Wilcox,SUV,Bedok,4.34,Active
D00301,Jonathan Newton,Premium,Singapore,3.65,Active
D00302,Michael Conway DVM,Hatchback,Bishan,4.55,Active
D00303,Nancy Valentine,Hatchback,Tampines,4.68,Active
D00304,Tina Miller,Premium,Woodlands,4.23,Active
D00305,Sabrina Bradley,Electric,Ang Mo Kio,4.08,Active
D00306,Sarah Montgomery,MPV,Ang Mo Kio,4.24,Active
D00307,Brianna Cole,SUV,Ang Mo Kio,3.84,Active
D00308,Melissa Anderson,Premium,Punggol,4.2,Active
D00309,Anna Brown,Premium,Ang Mo Kio,4.48,Active
D00310,Russell Greer,SUV,Tampines,3.79,Active
D00311,Mrs. Karen Howard DVM,MPV,Tampines,4.82,Active
D00312,Kenneth Hudson,Sedan,Woodlands,4.78,Active
D00313,Jose Lawson,Premium,Ang Mo Kio,3.52,Active
D00314,Maureen Hill,SUV,Punggol,4.63,Active
D00315,Richard Mills,Premium,Ang Mo Kio,3.61,Active
D00316,Stanley Wells,Premium,Yishun,4.05,Active
D00317,Jared Hicks,Sedan,Punggol,4.88,Active
D00318,Jake Rivera,SUV,Ang Mo Kio,3.56,Active
D00319,Kelly Smith,Sedan,Ang Mo Kio,4.16,Active
D00320,Sarah Williams,SUV,Punggol,3.92,Active
D00321,Kevin Mills,Premium,Tampines,4.5,Active
D00322,Christopher Garcia,Sedan,Ang Mo Kio,4.85,Active
D00323,Kathy Marshall,MPV,Punggol,4.84,Active
D00324,Linda Galloway,SUV,Yishun,4.08,Active
D00325,Jessica Rivera,Hatchback,Jurong,4.6,Active
D00326,Scott Brock,Sedan,Tampines,4.85,Active
D00327,Travis Tanner,Electric,Ang Mo Kio,4.54,Active
D00328,Amanda Wolfe,MPV,Bedok,4.23,Active
D00329,Jason Gray,Premium,Singapore,4.27,Active
D00330,Cheryl Gallagher,Sedan,Singapore,4.75,Active
D00331,Cheryl Galloway,Sedan,Punggol,4.0,Inactive
D00332,Charles Perry,MPV,Jurong,4.34,Active
D00333,Roy Mendoza,MPV,Bedok,4.86,Active
D00334,Jason Maxwell,Sedan,Jurong,4.98,Active
D00335,Kayla Joseph,Electric,Tampines,4.05,Active
D00336,Angela Chang,MPV,Bishan,4.92,Active
D00337,Curtis Spencer,Premium,Toa Payoh,3.87,Inactive
D00338,Alyssa Todd,SUV,Punggol,4.51,Active
D00339,Michelle Thompson,Sedan,Bedok,4.82,Suspended
D00340,Ashley Mcconnell,MPV,Bedok,4.38,Active
D00341,Nicholas Brown,Premium,Tampines,4.82,Active
D00342,Ann Ayala,Electric,Yishun,3.75,Active
D00343,Heather Dunn,Electric,Punggol,4.79,Active
D00344,Donna Miller,SUV,Woodlands,3.75,Active
D00345,Cody Miller,Hatchback,Ang Mo Kio,4.66,Suspended
D00346,Cynthia Drake,Premium,Jurong,3.6,Active
D00347,Hayden Gonzalez,Electric,Tampines,4.57,Active
D00348,Maurice Clayton,MPV,Yishun,4.48,Active
D00349,Morgan Cameron,Sedan,Tampines,4.54,Active
D00350,Jennifer Smith,Hatchback,Singapore,4.52,Active
D00351,Beth Benson,Premium,Punggol,4.13,Active
D00352,Andre Perry,Electric,Bedok,4.3,Active
D00353,Kevin Mcmillan,Sedan,Toa Payoh,4.99,Active
D00354,Lauren Garza,Sedan,Toa Payoh,4.73,Active
D00355,Dr. Erica Ross MD,Sedan,Tampines,4.67,Active
D00356,John Parker,Premium,Tampines,4.45,Active
D00357,Brian Smith,Electric,Woodlands,4.3,Active
D00358,Felicia Floyd,Premium,Punggol,4.3,Active
D00359,Cheryl Roberts,Sedan,Yishun,4.26,Active
D00360,Zachary Macdonald,Sedan,Yishun,4.85,Active
D00361,Tamara Jenkins,MPV,Ang Mo Kio,4.23,Active
D00362,Elizabeth Mccarty,Electric,Jurong,4.76,Active
D00363,Jeremiah Gonzalez,Sedan,Jurong,4.57,Active
D00364,Xavier Guzman,Electric,Yishun,4.05,Active
D00365,Karen Hopkins,Premium,Ang Mo Kio,4.91,Active
D00366,Stacie Sanders,MPV,Bedok,3.85,Active
D00367,Raymond Mays,Sedan,Woodlands,4.17,Active
D00368,Tiffany Cooper,SUV,Yishun,4.55,Active
D00369,Larry Wright,MPV,Yishun,3.86,Active
D00370,Samantha King,Sedan,Tampines,4.04,Inactive
D00371,Jeffrey Rivera,Electric,Singapore,3.57,Active
D00372,Carrie Allen,Hatchback,Yishun,4.82,Suspended
D00373,Anthony Cordova,SUV,Toa Payoh,3.68,Active
D00374,Michael Lane,SUV,Ang Mo Kio,4.9,Inactive
D00375,William Bauer,Premium,Ang Mo Kio,4.58,Active
D00376,Russell Melendez,MPV,Singapore,4.43,Active
D00377,Katie Jones,Premium,Punggol,3.52,Active
D00378,Anna Cuevas,Electric,Singapore,4.11,Inactive
D00379,Kenneth Berg,Electric,Yishun,4.84,Active
D00380,Christopher Campos,Hatchback,Tampines,4.76,Active
D00381,Stephanie Schmitt,MPV,Punggol,3.54,Active
D00382,Mary Zuniga,Premium,Bedok,3.64,Active
D00383,Tara Christian,Sedan,Tampines,3.91,Active
D00384,Michael Ho,Premium,Singapore,4.12,Active
D00385,Timothy Dawson,SUV,Punggol,4.97,Active
D00386,Bradley Parker,Hatchback,Punggol,4.3,Active
D00387,Vincent English,SUV,Woodlands,4.58,Inactive
D00388,Sandra Jones,Sedan,Punggol,3.55,Active
D00389,Heather Estrada,Hatchback,Bishan,4.14,Active
D00390,Emily Morgan,Premium,Tampines,3.91,Active
D00391,Aaron Morales,Hatchback,Tampines,4.2,Active
D00392,Bernard Freeman,Sedan,Toa Payoh,3.6,Active
D00393,Ashley Griffin,Electric,Woodlands,3.52,Suspended
D00394,Carol Lewis,SUV,Yishun,4.03,Active
D00395,Kelly Spencer,Hatchback,Bishan,3.9,Active
D00396,Matthew Escobar,Premium,Jurong,4.91,Active
D00397,Jesus Hensley,Electric,Bedok,3.89,Active
D00398,Alexander Mitchell,Hatchback,Punggol,3.73,Active
D00399,Jared Clark,Premium,Yishun,3.63,Active
D00400,Rebecca Hamilton,Sedan,Ang Mo Kio,4.2,Active
D00401,Raymond Mcmillan,Sedan,Bishan,4.4,Active
D00402,Stephen Golden,Premium,Toa Payoh,4.12,Inactive
D00403,Angela Brown,Electric,Jurong,3.84,Active
D00404,Rachael Wade,Premium,Woodlands,4.09,Active
D00405,Whitney Cox,SUV,Tampines,4.5,Active
D00406,Evan Lucero,MPV,Woodlands,3.54,Active
D00407,Jacqueline Hudson,Premium,Jurong,4.51,Active
D00408,Tammie Malone,Premium,Bedok,3.51,Active
D00409,Amanda Andersen,SUV,Yishun,4.26,Active
D00410,Michael Kelley,Premium,Woodlands,4.23,Active
D00411,Nathan Stephens,Electric,Bedok,4.26,Active
D00412,Michael Diaz,Electric,Jurong,4.74,Active
D00413,Lisa Barnett,Electric,Jurong,3.51,Active
D00414,James Neal,Sedan,Punggol,4.98,Inactive
D00415,Michelle Fowler,SUV,Ang Mo Kio,3.7,Active
D00416,Crystal Parker,Hatchback,Tampines,4.4,Active
D00417,Brandon Gonzalez,SUV,Tampines,4.08,Active
D00418,Stephen Daugherty,Sedan,Jurong,3.64,Active
D00419,Jamie Mason,Electric,Toa Payoh,4.23,Active
D00420,Michelle Gibbs,Electric,Toa Payoh,4.07,Active
D00421,Victoria Riley,Premium,Bedok,4.55,Active
D00422,Jill Simpson,Sedan,Singapore,4.51,Active
D00423,Emily Reed,SUV,Toa Payoh,4.06,Active
D00424,Anthony Donovan,Electric,Tampines,3.56,Active
D00425,Marcus Burton,Premium,Jurong,4.76,Active
D00426,Ian Jacobs,Sedan,Ang Mo Kio,4.85,Active
D00427,Christina Price,Sedan,Toa Payoh,4.16,Active
D00428,Walter Mora,Electric,Punggol,4.69,Active
D00429,Daniel King,MPV,Woodlands,3.67,Active
D00430,Teresa Hurst,Sedan,Ang Mo Kio,5.0,Active
D00431,Danielle Austin,Electric,Jurong,4.05,Active
D00432,Brittany Johnson,Electric,Bishan,3.97,Inactive
D00433,Tiffany Brown,Premium,Singapore,4.93,Inactive
D00434,Kelly Ward,Hatchback,Bedok,4.59,Active
D00435,Tasha Miller,Electric,Toa Payoh,4.07,Active
D00436,Christine Landry,Sedan,Bishan,3.73,Inactive
D00437,Thomas Dickson,Premium,Ang Mo Kio,3.9,Active
D00438,Alex Rivera,SUV,Ang Mo Kio,4.41,Active
D00439,Melissa Reyes,Electric,Woodlands,3.63,Active
D00440,Brittany Turner,SUV,Jurong,4.05,Active
D00441,Gerald Glover,SUV,Tampines,4.74,Active
D00442,Danielle Mitchell,Sedan,Woodlands,4.78,Active
D00443,Janet Andersen,SUV,Tampines,4.09,Active
D00444,Amanda Preston,SUV,Punggol,4.52,Active
D00445,Maria Robinson,MPV,Punggol,3.67,Active
D00446,Matthew Morgan,Hatchback,Singapore,4.12,Active
D00447,Krista Robinson,SUV,Woodlands,4.29,Active
D00448,Rhonda Savage,SUV,Ang Mo Kio,4.3,Active
D00449,Johnny Anderson,SUV,Bedok,3.68,Active
D00450,Angela Martinez,Sedan,Ang Mo Kio,4.82,Suspended
D00451,Jacqueline Soto,Sedan,Jurong,4.86,Active
D00452,Ryan Jones,Hatchback,Bedok,3.8,Active
D00453,Michael Morales,Premium,Yishun,3.73,Active
D00454,Edward Mcbride,SUV,Bishan,3.9,Active
D00455,Sherry Hansen,Sedan,Singapore,4.58,Active
D00456,Makayla Davis,Premium,Singapore,4.44,Active
D00457,Victoria Valentine,MPV,Punggol,4.89,Active
D00458,Michelle Higgins,Hatchback,Yishun,4.07,Active
D00459,Joshua Jones,MPV,Bedok,3.73,Active
D00460,Jo Baker,Premium,Yishun,3.98,Inactive
D00461,Kayla Gray,MPV,Yishun,4.65,Active
D00462,Zachary Gomez,Premium,Singapore,4.72,Active
D00463,Danielle Blackburn,Hatchback,Singapore,4.5,Active
