driver_id,driver_name,vehicle_type,city,rating,status
D00090,Austin Robinson,Hatchback,Punggol,4.06,Active
D00091,Stephanie Caldwell,Premium,Yishun,4.79,Active
D00092,Marcus Anderson,Mpv,Yishun,3.53,Active
D00093,Tracy Mercado,Suv,Ang Mo Kio,4.59,Active
D00094,Bryan Smith,Suv,Yishun,4.37,Active
D00095,Michael Cameron,Hatchback,Jurong,4.72,Active
D00096,Jessica Garcia,Hatchback,Punggol,4.21,Suspended
D00097,Mark Wilson,Sedan,Bedok,3.53,Active
D00098,Mrs. Becky Martin,Suv,Singapore,4.34,Active
D00099,Timothy Armstrong,Mpv,Tampines,4.92,Active
D00100,Adam Gonzalez,Hatchback,Toa Payoh,3.88,Active
D00101,David Reed,Electric,Bishan,4.28,Active
D00102,Bobby Perez,Premium,Yishun,4.24,Active
D00103,Jesse Melton,Mpv,Punggol,3.87,Active
D00104,Cory Cantrell,Mpv,Bishan,4.89,Active
D00105,Phyllis Pittman,Sedan,Toa Payoh,3.85,Active
D00106,Kirk Davis,Sedan,Jurong,4.26,Active
D00107,Stephanie Mills,Hatchback,Ang Mo Kio,4.07,Active
D00108,Danny Bridges,Sedan,Jurong,4.7,Active
D00109,Marie Knight,Sedan,Ang Mo Kio,3.51,Active
D00110,Gregory Lynch,Sedan,Bishan,3.75,Active
D00111,Ryan Washington,Sedan,Toa Payoh,4.89,Active
D00112,Yvette Peck,Electric,Jurong,3.51,Active
D00113,Samuel Pierce,Hatchback,Bedok,4.08,Active
D00114,Bryan Thompson,Mpv,Ang Mo Kio,3.83,Active
D00115,William Wilson,Mpv,Yishun,4.73,Inactive
D00116,Meghan Griffin,Electric,Bedok,3.88,Active
D00117,Elizabeth Cole,Electric,Punggol,3.99,Active
D00118,Laura Willis,Mpv,Ang Mo Kio,3.72,Active
D00119,Tiffany Mcguire,Mpv,Singapore,4.35,Active
D00120,Sandra Fleming,Premium,Bishan,3.98,Active
D00121,Elizabeth Lewis,Mpv,Jurong,4.72,Active
D00122,Robert Thomas Jr.,Premium,Ang Mo Kio,3.6,Active
D00123,David Wolf,Sedan,Tampines,4.62,Inactive
D00124,Kathleen Miller,Suv,Singapore,4.26,Active
D00125,Cassie Davis DDS,Sedan,Woodlands,4.24,Active
D00126,Amanda Stout,Electric,Toa Payoh,4.75,Inactive
D00127,Patricia Taylor,Sedan,Ang Mo Kio,4.67,Active
D00128,Caitlin Cook,Suv,Jurong,4.1,Active
D00129,Vanessa Rivera,Suv,Bishan,4.24,Active
D00130,Jeffrey Galvan,Sedan,Punggol,4.47,Active
D00131,Amanda Jackson,Premium,Yishun,3.54,Active
D00132,Peggy Shaw,Mpv,Woodlands,4.88,Active
D00133,Nicole Fields,Sedan,Yishun,4.71,Active
D00134,Meghan Aguilar,Electric,Punggol,4.58,Active
D00135,Kevin Bradford,Electric,Tampines,4.03,Active
D00136,Mallory Hebert MD,Electric,Jurong,3.65,Active
D00137,Kristin Young,Premium,Singapore,4.55,Active
D00138,Kimberly King,Electric,Toa Payoh,4.66,Active
D00139,Elizabeth Mata,Premium,Jurong,3.61,Active
D00140,Joseph Benton,Mpv,Woodlands,3.81,Active
D00141,Kevin Gibbs,Electric,Bedok,4.5,Active
D00142,Jessica Kennedy,Suv,Singapore,4.87,Active
D00143,Lisa Potts,Sedan,Bishan,4.61,Active
D00144,Jason Saunders,Suv,Toa Payoh,3.73,Active
D00145,Yesenia Sullivan,Hatchback,Yishun,4.85,Active
D00146,Christopher Payne,Mpv,Bishan,4.72,Active
D00147,Martha Carter,Electric,Toa Payoh,3.63,Active
D00148,Steven Townsend,Mpv,Ang Mo Kio,4.79,Active
D00149,Karen Smith,Sedan,Ang Mo Kio,4.48,Active
D00150,Renee Reynolds,Electric,Ang Mo Kio,4.16,Active
D00151,Daniel Mclean,Mpv,Woodlands,3.7,Active
D00152,Brandon Roach,Electric,Bedok,3.94,Active
D00153,Betty Baldwin,Electric,Ang Mo Kio,4.74,Active
D00154,Wendy Reed,Premium,Jurong,3.9,Active
D00155,Lisa Morris,Electric,Bedok,3.59,Active
D00156,Matthew Parks,Hatchback,Punggol,4.79,Active
D00157,Daniel Vazquez,Sedan,Jurong,4.06,Active
D00158,Sara Dickson,Mpv,Singapore,3.99,Inactive
D00159,Michelle Moore,Electric,Woodlands,3.65,Active
D00160,Dr. Alex Martin,Hatchback,Woodlands,4.44,Active
D00161,Angelica Mckenzie,Sedan,Singapore,4.1,Active
D00162,Cindy Sanders,Suv,Yishun,4.72,Active
D00163,Jared Joseph,Electric,Tampines,4.18,Active
D00164,Cameron Newman,Sedan,Punggol,4.16,Active
D00165,Mitchell Garner,Premium,Jurong,4.42,Active
D00166,Joseph Martinez,Mpv,Singapore,4.47,Active
D00167,Jessica Decker,Electric,Woodlands,3.92,Active
D00168,Teresa Kennedy,Premium,Bedok,3.82,Active
D00169,Crystal Hammond,Sedan,Yishun,4.92,Active
D00170,Jimmy Graves,Mpv,Jurong,4.19,Active
D00171,Frank Armstrong,Hatchback,Tampines,3.96,Active
D00172,Maria Silva,Suv,Ang Mo Kio,3.73,Active
D00173,Jeff Phillips,Suv,Bishan,4.55,Active
D00174,Scott Bryant,Premium,Bishan,3.59,Active
D00175,Daniel Sparks,Hatchback,Bedok,4.87,Active
D00176,Christina Mckenzie MD,Suv,Punggol,4.94,Inactive
D00177,Erika Henderson,Mpv,Jurong,4.36,Active
D00178,Luis Mills,Sedan,Ang Mo Kio,4.76,Active
D00179,Susan Armstrong,Electric,Toa Payoh,4.05,Active
D00180,Timothy Sims,Sedan,Woodlands,4.25,Active
D00181,Tamara Pitts,Premium,Woodlands,4.55,Active
D00182,Daniel Davis,Premium,Ang Mo Kio,3.9,Active
D00183,James Woods,Hatchback,Tampines,3.87,Active
D00184,Richard Booker,Mpv,Tampines,4.88,Active
D00185,Sandra Gross,Electric,Punggol,4.87,Active
D00186,Sherry Wheeler,Mpv,Jurong,4.11,Active
D00187,Jacob Kim,Premium,Bedok,4.89,Active
D00188,William Silva,Premium,Singapore,4.16,Active
D00189,Valerie Vasquez,Sedan,Woodlands,4.88,Active
D00190,Kelly Clark,Sedan,Bishan,4.84,Active
D00191,Joseph Mckenzie,Electric,Yishun,3.88,Active
D00192,William Calhoun,Sedan,Bedok,4.68,Active
D00193,Connor Ayers,Hatchback,Bishan,3.63,Active
D00194,Michelle Figueroa,Premium,Bishan,4.29,Active
D00195,Jaime Boyd,Premium,Bishan,4.18,Active
D00196,Jeremy Garrett,Hatchback,Yishun,3.8,Active
D00197,Karen Gates,Suv,Singapore,4.6,Active
D00198,Tony Lloyd,Premium,Bedok,4.41,Active
D00199,Nichole Conner,Hatchback,Bishan,4.19,Active
D00200,Tonya Jackson,Mpv,Singapore,4.06,Active
D00201,Eric Kirby,Premium,Woodlands,4.68,Active
D00202,Monica Summers,Suv,Punggol,4.12,Active
D00203,Gregory Elliott,Suv,Singapore,4.49,Active
D00204,Connor Odom,Sedan,Punggol,3.56,Active
D00205,Ronald Thompson,Premium,Bishan,4.6,Suspended
D00206,Patrick Bush,Premium,Bedok,3.66,Active
D00207,Andrew Thompson,Premium,Singapore,4.29,Active
D00208,Gina Nguyen,Mpv,Tampines,3.68,Active
D00209,Mary Walton,Hatchback,Jurong,5.0,Active
D00210,Craig Burnett,Sedan,Jurong,4.77,Active
D00211,Richard Barry,Hatchback,Yishun,3.96,Active
D00212,Samantha Glass,Premium,Tampines,4.68,Active
D00213,Erin Adkins,Hatchback,Ang Mo Kio,4.61,Active
D00214,Troy Caldwell,Premium,Jurong,4.82,Active
D00215,Jennifer Thomas,Sedan,Jurong,3.53,Active
D00216,Hannah Johnson,Suv,Bedok,4.61,Active
D00217,Michael Cox,Sedan,Jurong,4.15,Active
D00218,Dr. David Abbott DVM,Hatchback,Tampines,4.57,Active
D00219,Anthony Thomas,Suv,Punggol,4.23,Inactive
D00220,Patrick Brown,Mpv,Woodlands,3.78,Active
D00221,Matthew Carr,Suv,Bedok,4.59,Active
D00222,Andrew Jacobs,Mpv,Tampines,4.82,Active
D00223,Manuel Long,Premium,Toa Payoh,4.01,Active
D00224,Mallory Lewis,Electric,Tampines,4.6,Active
D00225,Nathan Nguyen,Suv,Ang Mo Kio,3.85,Inactive
D00226,Aaron White,Electric,Punggol,4.55,Active
D00227,John Baker,Hatchback,Bishan,4.96,Active
D00228,Marisa Wallace,Mpv,Ang Mo Kio,3.59,Active
D00229,Philip Edwards,Electric,Bedok,3.78,Active
D00230,Tiffany Graham,Electric,Woodlands,3.91,Active
D00231,Ryan Fletcher,Suv,Punggol,4.86,Active
D00232,Martin Hernandez,Mpv,Woodlands,3.71,Active
D00233,James Leon,Suv,Bishan,3.61,Active
D00234,Vincent Mahoney,Sedan,Bishan,4.57,Active
D00235,Vincent Rogers,Electric,Punggol,4.33,Active
D00236,Stacy Holmes,Sedan,Bedok,4.96,Active
D00237,Courtney Morris,Suv,Ang Mo Kio,4.51,Active
D00238,Christopher Duncan,Sedan,Ang Mo Kio,4.27,Active
D00239,Stacey Powell,Sedan,Yishun,4.5,Active
D00240,Mr. John Williams,Premium,Punggol,4.53,Active
D00241,Jamie Hill,Hatchback,Jurong,4.59,Active
D00242,Michael Norris,Electric,Jurong,4.34,Active
D00243,Melissa Sparks,Hatchback,Yishun,4.72,Active
D00244,Ernest Cox,Suv,Jurong,3.79,Active
D00245,Stacy Cruz,Premium,Toa Payoh,4.79,Active
D00246,Jessica Palmer,Mpv,Ang Mo Kio,4.41,Active
D00247,Philip Short,Suv,Ang Mo Kio,4.84,Inactive
D00248,John Brown,Hatchback,Tampines,3.83,Active
D00249,Christopher Curtis,Hatchback,Bedok,4.54,Active
D00250,Herbert Potts,Electric,Punggol,3.66,Active
D00251,Laura Logan,Mpv,Toa Payoh,4.84,Active
D00252,Heather Marsh,Suv,Yishun,3.91,Active
D00253,Johnathan Pace,Suv,Singapore,4.79,Active
D00254,Mary Lopez,Hatchback,Toa Payoh,4.38,Active
D00255,Bethany Vazquez,Premium,Yishun,4.11,Active
D00256,Kimberly Oneill,Premium,Yishun,3.7,Active
D00257,Elizabeth Mcdonald,Suv,Bishan,4.57,Active
D00258,Joan Rios MD,Electric,Woodlands,4.57,Active
D00259,Paula Luna,Suv,Toa Payoh,4.82,Active
D00260,Laura Fitzpatrick,Sedan,Toa Payoh,4.24,Active
D00261,Alejandro Peterson,Premium,Tampines,4.42,Active
D00262,Lisa Thompson,Premium,Ang Mo Kio,4.63,Active
D00263,Jessica Mason,Premium,Tampines,4.13,Active
D00264,Daniel Butler,Hatchback,Tampines,4.13,Active
D00265,William Stewart,Mpv,Singapore,4.68,Active
D00266,Jon Garcia,Hatchback,Ang Mo Kio,3.81,Active
D00267,Kelly Boyer MD,Mpv,Bishan,4.86,Active
D00268,Julian Turner,Sedan,Toa Payoh,4.49,Active
D00269,Stephanie Rodriguez,Hatchback,Tampines,4.01,Active
D00270,Elizabeth Reynolds,Suv,Yishun,3.97,Active
D00271,Wendy Mccarthy,Sedan,Woodlands,4.24,Active
D00272,Christopher Whitaker,Premium,Woodlands,3.65,Active
D00273,Steven Holland,Mpv,Yishun,4.96,Active
D00274,Rachel Reyes,Hatchback,Ang Mo Kio,4.37,Active
D00275,Sandra Tucker,Sedan,Woodlands,3.61,Active
D00276,Leslie Mclaughlin,Hatchback,Toa Payoh,4.94,Active
D00277,Steven Stewart,Electric,Ang Mo Kio,3.87,Active
D00278,Kevin Davis,Premium,Bedok,4.32,Active
D00279,Katherine Soto,Premium,Ang Mo Kio,4.05,Active
D00280,Olivia Friedman,Electric,Bishan,3.99,Active
D00281,Thomas Porter,Hatchback,Punggol,3.94,Active
D00282,Brandon Lopez,Mpv,Tampines,4.73,Active
D00283,Barbara Alvarez,Premium,Woodlands,4.69,Active
D00284,Ricky Alvarado,Suv,Toa Payoh,4.85,Active
D00285,Ryan Ho,Sedan,Woodlands,4.42,Active
D00286,Sandra Riddle,Suv,Tampines,3.69,Suspended
D00287,David Wilson,Sedan,Bishan,4.24,Active
D00288,Michael Leonard,Suv,Bedok,3.54,Active
D00289,Paul Williams,Hatchback,Jurong,4.6,Active
D00290,Rachel Dillon,Suv,Toa Payoh,4.94,Active
D00291,Michelle Hawkins,Mpv,Singapore,4.12,Active
D00292,Amy Collins,Suv,Ang Mo Kio,4.26,Active
D00293,Robert Hernandez,Suv,Singapore,4.69,Active
D00294,Thomas Smith,Electric,Ang Mo Kio,4.6,Active
D00295,Marcus Thomas,Suv,Jurong,4.91,Active
D00296,Gregory Warren,Suv,Yishun,3.97,Active
D00297,Ricky Wallace DDS,Mpv,Singapore,4.37,Suspended
D00298,Lindsay Shields,Electric,Tampines,4.32,Active
D00299,Kimberly Scott,Sedan,Punggol,3.88,Active
D00300,John Wilson,Sedan,Bishan,4.98,Active
D00301,Susan Riley,Electric,Toa Payoh,4.08,Active
D00302,Ronald Brown,Electric,Punggol,4.97,Active
D00303,Richard Peterson,Premium,Punggol,4.35,Active
D00304,Cody Spence,Suv,Punggol,3.64,Active
D00305,Timothy Harrell,Mpv,Woodlands,4.97,Active
D00306,Travis Duran,Mpv,Toa Payoh,4.65,Active
D00307,Mariah Mcgee,Suv,Toa Payoh,4.91,Active
D00308,Heather Morris,Sedan,Punggol,4.39,Active
D00309,Rebecca Decker,Premium,Woodlands,4.97,Inactive
D00310,Victoria Alexander,Sedan,Bedok,3.99,Active
D00311,Aaron Collins,Premium,Bishan,4.71,Active
D00312,Christopher Hernandez,Electric,Woodlands,4.33,Active
D00313,Steven Pitts,Mpv,Bedok,3.56,Active
D00314,Paul Tate,Premium,Yishun,4.1,Inactive
D00315,Lauren Dominguez,Sedan,Woodlands,4.74,Active
D00316,Erica Sosa,Suv,Toa Payoh,4.29,Inactive
D00317,Austin Evans Jr.,Premium,Ang Mo Kio,4.34,Active
D00318,Mark Wheeler,Hatchback,Jurong,4.05,Active
D00319,Andre Coleman,Hatchback,Yishun,3.75,Active
D00320,Dean Perry,Premium,Yishun,3.71,Active
D00321,Xavier Malone,Hatchback,Woodlands,3.97,Active
D00322,James Cunningham,Suv,Punggol,4.44,Active
D00323,Victor Silva,Premium,Woodlands,3.6,Active
D00324,Lynn Jackson,Suv,Bedok,4.63,Active
D00325,Sandra Hall,Premium,Punggol,3.83,Active
D00326,Tammy Johnson,Premium,Woodlands,4.32,Active
D00327,Jeffery Cooper,Mpv,Woodlands,3.83,Active
D00328,Lynn Gray,Mpv,Singapore,4.35,Active
D00329,Tara Weaver,Mpv,Ang Mo Kio,4.48,Active
D00330,Heather Mills,Mpv,Singapore,3.89,Active
D00331,Sarah Grimes,Electric,Bedok,4.19,Active
D00332,Stephanie Thomas,Electric,Punggol,3.51,Active
D00333,Mitchell James,Premium,Toa Payoh,3.92,Inactive
D00334,Alexis Jordan,Premium,Bedok,4.35,Active
D00335,Michael Young,Mpv,Bishan,4.82,Active
D00336,Dominique Harris,Electric,Tampines,4.84,Active
D00337,Frank Miller,Suv,Toa Payoh,3.6,Inactive
D00338,Timothy Cooper,Electric,Ang Mo Kio,3.93,Active
D00339,Ashley Harvey,Premium,Bedok,4.73,Active
D00340,Calvin Estrada,Mpv,Singapore,3.58,Active
D00341,Jeffrey Gibson,Mpv,Bedok,4.16,Active
D00342,Steven Ruiz,Hatchback,Jurong,3.73,Active
D00343,Nicholas Mathews,Mpv,Woodlands,3.52,Active
D00344,Daniel Lee,Sedan,Punggol,4.68,Active
D00345,Elaine Sampson,Hatchback,Jurong,3.58,Active
D00346,Paige Roberts,Mpv,Singapore,4.58,Active
D00347,Michael Young,Sedan,Ang Mo Kio,4.91,Active
D00348,Jonathan Palmer,Electric,Bishan,4.86,Active
D00349,John Gillespie,Suv,Yishun,4.4,Active
D00350,Larry Solis,Suv,Ang Mo Kio,3.65,Active
D00351,Morgan Reese,Sedan,Jurong,4.58,Active
D00352,James Haynes,Mpv,Ang Mo Kio,4.29,Active
D00353,Mary Thompson,Electric,Punggol,3.94,Inactive
D00354,Heather Brennan DVM,Sedan,Ang Mo Kio,4.73,Active
D00355,Kimberly Torres,Hatchback,Ang Mo Kio,4.83,Active
D00356,Lucas Griffith,Suv,Punggol,3.63,Active
D00357,Barry Young,Suv,Singapore,4.4,Suspended
D00358,Philip Ross,Premium,Bishan,4.12,Active
D00359,Angela Nguyen DVM,Electric,Singapore,3.53,Active
D00360,Sarah Hall,Sedan,Bedok,4.49,Active
D00361,Pamela Roman,Sedan,Jurong,4.99,Active
D00362,Colin Barr,Electric,Punggol,3.74,Active
D00363,Ryan Ramsey,Electric,Woodlands,4.63,Inactive
D00364,Kristie Jones,Suv,Singapore,4.43,Inactive
D00365,Tyler Rodriguez,Hatchback,Ang Mo Kio,3.53,Active
D00366,Natalie Green,Mpv,Tampines,4.37,Active
D00367,Justin Elliott,Premium,Singapore,4.86,Active
D00368,Jessica Levy,Premium,Yishun,4.71,Active
D00369,Yesenia Coleman,Mpv,Toa Payoh,3.71,Active
D00370,Stephen Brown,Premium,Jurong,4.67,Active
D00371,Crystal King,Sedan,Toa Payoh,3.73,Active
D00372,Cody Smith,Hatchback,Toa Payoh,3.81,Active
D00373,Christine King,Premium,Bedok,3.58,Suspended
D00374,Julia Johnson,Premium,Bishan,4.01,Active
D00375,Richard Andersen,Hatchback,Punggol,4.29,Active
D00376,Charles Russell,Hatchback,Woodlands,4.4,Active
D00377,Michael Nguyen,Suv,Tampines,4.93,Active
D00378,Shelby Garcia,Hatchback,Ang Mo Kio,4.73,Active
D00379,James Bryant,Suv,Punggol,4.57,Active
D00380,Donna Anderson,Premium,Punggol,4.27,Active
D00381,Paige Perez,Electric,Bishan,4.38,Active
D00382,Chelsea Flores,Hatchback,Toa Payoh,3.73,Active
D00383,Debra Schmitt,Mpv,Toa Payoh,4.83,Inactive
D00384,Carol Beasley,Sedan,Yishun,3.64,Active
D00385,Christopher Schmidt DDS,Suv,Yishun,4.99,Active
D00386,Melanie Garcia,Sedan,Singapore,3.62,Active
D00387,Aaron Leonard,Mpv,Punggol,4.44,Active
D00388,Ian Mayo,Mpv,Tampines,3.86,Active
D00389,Heather Monroe,Premium,Woodlands,3.7,Active
D00390,Jordan Drake DDS,Premium,Woodlands,3.88,Active
D00391,James Brandt,Hatchback,Toa Payoh,4.65,Active
D00392,Daniel Riley,Electric,Punggol,4.83,Active
D00393,Louis Joseph,Premium,Bishan,4.19,Active
D00394,Tanya Orozco,Suv,Woodlands,3.52,Active
D00395,Nichole Schmidt,Sedan,Toa Payoh,4.44,Inactive
D00396,Melissa Cordova,Mpv,Jurong,4.27,Active
D00397,Courtney Hogan,Sedan,Toa Payoh,4.51,Active
D00398,Mrs. Victoria Johnston,Suv,Bedok,3.8,Active
D00399,Autumn Webb,Sedan,Bishan,4.8,Active
D00400,Derek Mckinney,Mpv,Ang Mo Kio,4.41,Active
D00401,Carl Barnes,Electric,Bishan,4.26,Inactive
D00402,Leonard Roberson,Mpv,Woodlands,4.88,Active
D00403,Cesar Davis,Premium,Yishun,4.53,Active
D00404,Xavier Kirby,Sedan,Jurong,3.7,Active
D00405,Timothy Hayes,Premium,Toa Payoh,4.6,Active
D00406,Daniel West,Suv,Ang Mo Kio,4.08,Active
D00407,Destiny Bryant,Hatchback,Tampines,3.99,Active
D00408,Christina Cook,Hatchback,Woodlands,4.75,Active
D00409,Meghan Walker,Suv,Toa Payoh,4.98,Active
D00410,Corey Lawrence,Electric,Punggol,3.66,Inactive
D00411,Miss Diamond Fitzpatrick,Mpv,Tampines,4.11,Active
D00412,Ashley Johnson,Mpv,Yishun,3.6,Active
D00413,Rebecca Brown,Suv,Punggol,4.38,Active
D00414,Brenda Duke,Premium,Tampines,4.15,Active
D00415,Tina Smith,Suv,Singapore,4.33,Active
D00416,Jordan Holt,Sedan,Toa Payoh,4.25,Active
D00417,Robert King,Sedan,Bishan,4.7,Active
D00418,Alexander Castillo,Mpv,Woodlands,4.51,Active
D00419,Nancy Martin,Premium,Jurong,4.09,Inactive
D00420,Jacob Munoz,Sedan,Bishan,4.86,Active
D00421,Brittany Mullins,Electric,Punggol,4.88,Active
D00422,Robert Kelley,Suv,Woodlands,4.92,Active
D00423,Lauren Cook,Electric,Toa Payoh,3.6,Active
D00424,Robert Gallegos,Electric,Punggol,3.72,Active
D00425,Jesse Pierce,Sedan,Bedok,3.74,Active
D00426,Christopher Dawson,Sedan,Yishun,3.79,Active
D00427,Wanda Mcgrath,Mpv,Ang Mo Kio,4.48,Active
D00428,Russell Garcia,Mpv,Ang Mo Kio,4.27,Active
D00429,Alexandra Johnson,Sedan,Yishun,3.67,Active
D00430,Ricardo Kelly,Mpv,Ang Mo Kio,4.8,Active
D00431,Matthew Mckinney,Electric,Tampines,3.67,Active
D00432,Pam Freeman,Hatchback,Bishan,4.79,Active
D00433,Dylan Carr,Mpv,Woodlands,3.96,Active
D00434,Kimberly Castillo,Mpv,Yishun,3.96,Active
D00435,Terri Patrick,Mpv,Yishun,3.91,Active
D00436,Heather Banks,Mpv,Jurong,4.34,Active
D00437,Mr. Michael Malone PhD,Hatchback,Toa Payoh,4.04,Active
D00438,Joseph Mccormick,Suv,Bishan,4.62,Inactive
D00439,William Barton,Sedan,Woodlands,4.93,Active
D00440,Sean Bush,Sedan,Punggol,4.81,Active
D00441,Thomas Webster,Mpv,Yishun,3.75,Active
D00442,Joe Hayes,Premium,Bedok,4.54,Active
D00443,Heather Morse,Sedan,Tampines,4.06,Active
D00444,Jeff Walton,Hatchback,Toa Payoh,3.87,Active
D00445,Kevin Callahan,Mpv,Jurong,4.74,Active
D00446,Curtis Ward,Hatchback,Jurong,4.43,Inactive
D00447,Kristi Bernard,Electric,Singapore,4.38,Active
D00448,Steven Knight,Premium,Toa Payoh,4.44,Active
D00449,Rebecca Johnson,Electric,Tampines,4.33,Active
D00450,Melissa Humphrey,Hatchback,Bedok,4.23,Active
D00451,Shelley Wood,Mpv,Punggol,4.06,Active
D00452,Caitlin Hess,Mpv,Ang Mo Kio,3.58,Active
D00453,Jill Hernandez,Suv,Bishan,4.74,Active
D00454,Donald Acevedo,Sedan,Singapore,4.17,Active
D00455,Debbie Allison,Mpv,Toa Payoh,4.66,Active
D00456,Kayla Fowler,Mpv,Bishan,3.87,Active
D00457,Cheryl Harvey,Mpv,Ang Mo Kio,4.94,Active
D00458,Joshua Brown,Suv,Toa Payoh,4.16,Active
